500.perlbench_r,279.043808249
502.gcc_r,171.621435376
505.mcf_r,216.397089056
520.omnetpp_r,393.885950533
523.xalancbmk_r,211.384254702
525.x264_r,119.539958471
531.deepsjeng_r,209.490227395
541.leela_r,343.284730306
548.exchange2_r,169.703447408
557.xz_r,382.455422479
503.bwaves_r,219.558747356
507.cactuBSSN_r,188.894405154
508.namd_r,150.031794289
510.parest_r,308.262718070
511.povray_r,276.877682325
519.lbm_r,168.279324310
521.wrf_r,224.630990332
526.blender_r,195.641775496
527.cam4_r,185.968652621
538.imagick_r,313.215652106
544.nab_r,247.072242375
549.fotonik3d_r,200.583987433
554.roms_r,195.694640555
