500.perlbench_r,337.069686000
502.gcc_r,247.500166000
505.mcf_r,362.111797000
520.omnetpp_r,581.817473000
523.xalancbmk_r,248.484025000
525.x264_r,175.973847000
531.deepsjeng_r,315.756173000
541.leela_r,419.125909000
548.exchange2_r,219.561720000
557.xz_r,438.182254000
503.bwaves_r,324.463697000
507.cactuBSSN_r,291.253943000
508.namd_r,238.072459000
510.parest_r,404.930666000
511.povray_r,386.843127000
519.lbm_r,254.154984000
521.wrf_r,306.668580000
526.blender_r,259.495680000
527.cam4_r,264.305984000
538.imagick_r,445.157337000
544.nab_r,363.221041000
549.fotonik3d_r,296.069811000
554.roms_r,312.486628000
