400.perlbench,245.102250197
401.bzip2,413.911548619
403.gcc,175.087423410
429.mcf,200.760700668
445.gobmk,313.511078184
456.hmmer,127.508317730
458.sjeng,450.098229688
462.libquantum,201.894530238
464.h264ref,366.307974586
471.omnetpp,246.551144118
473.astar,250.649199062
483.xalancbmk,142.035721649
410.bwaves,256.836299312
416.gamess,475.534500316
433.milc,113.832441787
434.zeusmp,171.772588314
435.gromacs,219.183588775
436.cactusADM,224.930415724
437.leslie3d,181.274523752
444.namd,289.115486477
447.dealII,208.276841014
450.soplex,193.487388956
453.povray,98.512797866
454.calculix,678.889271407
459.GemsFDTD,220.348698188
465.tonto,226.250992125
470.lbm,183.568968543
481.wrf,181.201151830
482.sphinx3,426.067420387
